pond_id,region,date_of_data_collection,time_of_data_collection,type,do_(mg_l),ph,temp_(in_°c),ammonia—nh3_(mg_l),ammonia—tan_(nh3_n)_(mg_l),ammonia—tan_(nh3)_(mg_l),tds_(ppt),turbidity_(in_cm),feed_amount_(kg),stocking_density_(per_acre),species,weight,is_wq_in_range?,measurement_datetime
ara2_237abe57,Nellore,11/07/2022,06:30,Morning,4.8,8.4,27.9,,0.0,,1.14,28.0,40.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-11-07 06:30:00
ara2_c725f135,Eluru,11/04/2022,07:42,Morning,1.0,8.19,27.6,,0.64,,2.53,20.0,60.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-11-04 07:42:00
ara2_eb39bc48,Eluru,11/04/2022,07:28,Morning,1.4,7.88,27.7,,0.51,,1.82,27.0,,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-11-04 07:28:00
ara2_09faa72c,Eluru,11/04/2022,07:13,Morning,0.5,8.07,27.7,,0.38,,2.07,34.0,300.0,3800.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-11-04 07:13:00
ara2_bd12b267,Nellore,11/04/2022,06:21,Morning,4.6,8.47,27.7,,0.0,,0.96,27.0,30.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-11-04 06:21:00
ara2_061a901a,Eluru,10/31/2022,07:53,Morning,1.9,8.15,27.2,,0.31,,1.73,23.0,1800.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-31 07:53:00
ara2_c725f135,Eluru,10/31/2022,07:45,Morning,2.0,8.29,26.4,,0.35,,2.51,24.0,60.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-31 07:45:00
ara2_09faa72c,Eluru,10/31/2022,07:33,Morning,2.3,8.27,26.9,,0.5,,2.07,24.0,500.0,3800.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-31 07:33:00
ara2_9ea43968,Eluru,10/31/2022,07:10,Morning,2.1,8.39,27.0,,0.48,,3.2,27.0,600.0,1882.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-31 07:10:00
ara2_eb39bc48,Eluru,10/31/2022,06:50,Morning,1.8,8.09,27.6,,0.45,,1.8,24.0,360.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-31 06:50:00
ara2_6ea8e528,Nellore,10/28/2022,17:20,Evening,9.2,8.39,30.4,,,,0.98,,,,,,Yes,2022-10-28 17:20:00
ara2_3f9ee6c3,Nellore,10/28/2022,17:05,Evening,8.5,8.27,30.7,,,,1.07,,,,,,Yes,2022-10-28 17:05:00
ara2_cf6f1332,Eluru,10/28/2022,07:45,Morning,2.3,8.63,28.4,,0.3,,1.39,25.0,1200.0,2300.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-28 07:45:00
ara2_8ae86d8e,Eluru,10/28/2022,07:39,Morning,3.0,7.91,29.3,,0.1,,1.373,31.0,,700.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-28 07:39:00
ara2_9eefff29,Eluru,10/28/2022,07:36,Morning,3.6,8.0,29.6,,0.07,,0.647,26.0,100.0,10050.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-28 07:36:00
ara2_60dd3e14,Eluru,10/28/2022,07:22,Morning,3.3,7.91,30.1,,0.37,,0.415,21.0,300.0,3500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-28 07:22:00
ara2_044398f2,Eluru,10/28/2022,07:20,Morning,1.5,8.2,29.0,,0.23,,2.22,32.0,350.0,1923.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-28 07:20:00
ara2_6ea8e528,Nellore,10/28/2022,07:05,Morning,3.7,8.07,29.4,,0.14,,1.02,28.0,35.0,2857.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-28 07:05:00
ara2_469c3f4d,Eluru,10/28/2022,06:55,Morning,1.1,7.78,28.8,,0.1,,2.03,32.0,840.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-28 06:55:00
ara2_e6feb688,Eluru,10/28/2022,06:51,Morning,3.4,7.44,27.6,,0.27,,0.337,21.0,60.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-28 06:51:00
ara2_c4feda19,Eluru,10/28/2022,06:43,Morning,3.1,8.08,27.1,,0.26,,0.254,36.0,40.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-28 06:43:00
ara2_3f9ee6c3,Nellore,10/28/2022,06:40,Morning,4.1,7.98,29.3,,0.09,,0.98,24.0,65.0,4625.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-28 06:40:00
ara2_b77a0d03,Nellore,10/27/2022,16:50,Evening,10.5,8.44,30.1,,,,0.96,,,,,,Yes,2022-10-27 16:50:00
ara2_8a429bf1,Nellore,10/27/2022,16:30,Evening,10.0,8.37,30.2,,,,0.97,,,,,,Yes,2022-10-27 16:30:00
ara2_bf22ac2f,Nellore,10/27/2022,16:10,Evening,10.3,8.31,31.2,,,,1.07,,,,,,Yes,2022-10-27 16:10:00
ara2_87661414,Eluru,10/27/2022,07:58,Morning,2.7,8.27,28.8,,0.28,,543.0,25.0,550.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-27 07:58:00
ara2_65d75ab9,Eluru,10/27/2022,07:36,Morning,3.2,8.1,29.0,,0.29,,2.03,25.0,,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-27 07:36:00
ara2_b77a0d03,Nellore,10/27/2022,07:20,Morning,4.1,8.07,29.6,,0.31,,0.98,23.0,840.0,3700.0,"Rohu (Labeo rohita), Roopchand",,Yes,2022-10-27 07:20:00
ara2_ff85ba57,Eluru,10/27/2022,07:18,Morning,3.3,7.92,29.1,,0.32,,1.38,27.0,,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-27 07:18:00
ara2_a2d65cb4,Eluru,10/27/2022,06:55,Morning,2.6,8.29,28.3,,0.41,,795.0,23.0,,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-27 06:55:00
ara2_8a429bf1,Nellore,10/27/2022,06:50,Morning,3.9,8.1,29.6,,0.21,,1.09,29.0,800.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-27 06:50:00
ara2_bf22ac2f,Nellore,10/27/2022,06:20,Morning,4.2,8.01,29.5,,0.14,,0.98,27.0,800.0,3636.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-27 06:20:00
ara2_ea9c93a5,Nellore,10/26/2022,17:06,Evening,8.5,8.31,30.3,,,,1.06,,,,,,Yes,2022-10-26 17:06:00
ara2_6c015433,Nellore,10/26/2022,16:45,Evening,8.7,8.39,30.3,,,,0.78,,,,,,Yes,2022-10-26 16:45:00
ara2_308ec37e,Nellore,10/26/2022,16:35,Evening,6.1,8.36,29.8,,,,1.08,,,,,,No,2022-10-26 16:35:00
ara2_ea9c93a5,Nellore,10/26/2022,07:10,Morning,4.2,8.06,28.3,,0.03,,1.02,27.0,150.0,3090.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-26 07:10:00
ara2_6c015433,Nellore,10/26/2022,06:45,Morning,3.5,8.05,27.8,,0.04,,0.98,34.0,350.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-26 06:45:00
ara2_308ec37e,Nellore,10/26/2022,06:25,Morning,4.7,8.18,27.9,,0.09,,1.03,34.0,160.0,3846.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-26 06:25:00
ara2_c5671cf4,Nellore,10/25/2022,17:15,Evening,9.5,8.38,30.6,,,,0.97,,,,,,Yes,2022-10-25 17:15:00
ara2_07d25a85,Nellore,10/25/2022,16:45,Evening,10.8,8.39,30.3,,,,1.07,,,,,,Yes,2022-10-25 16:45:00
ara2_17b9d7b4,Nellore,10/25/2022,16:30,Evening,11.5,8.4,30.8,,,,1.0,,,,,,Yes,2022-10-25 16:30:00
ara2_c5671cf4,Nellore,10/25/2022,07:20,Morning,4.2,7.9,29.0,,0.27,,0.97,33.0,340.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-25 07:20:00
ara2_07d25a85,Nellore,10/25/2022,06:40,Morning,3.7,8.13,28.6,,0.06,,1.01,39.0,50.0,2250.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-25 06:40:00
ara2_17b9d7b4,Nellore,10/25/2022,06:15,Morning,4.1,8.23,28.1,,0.03,,1.01,35.0,35.0,2300.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-25 06:15:00
ara2_bd12b267,Nellore,10/21/2022,17:30,Evening,10.8,8.3,32.3,,,,0.9,,,,,,Yes,2022-10-21 17:30:00
ara2_6f5cd71e,Nellore,10/21/2022,17:20,Evening,10.4,8.34,32.3,,,,0.9,,,,,,Yes,2022-10-21 17:20:00
ara2_ea9c93a5,Nellore,10/21/2022,17:05,Evening,10.4,8.38,32.4,,,,0.94,,,,,,Yes,2022-10-21 17:05:00
ara2_f1a474ab,Nellore,10/21/2022,16:30,Evening,10.7,8.28,32.3,,,,0.89,,,,,,Yes,2022-10-21 16:30:00
ara2_f1a474ab,Nellore,10/21/2022,07:55,Morning,7.4,8.15,31.0,,0.39,,0.9,21.0,15.0,3714.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-21 07:55:00
ara2_ea9c93a5,Nellore,10/21/2022,07:20,Morning,3.7,8.18,31.5,,,,1.13,,150.0,3090.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-21 07:20:00
ara2_6f5cd71e,Nellore,10/21/2022,06:30,Morning,4.0,8.15,31.4,,,,1.13,,65.0,2630.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-21 06:30:00
ara2_bd12b267,Nellore,10/21/2022,06:15,Morning,4.3,8.15,31.0,,,,1.13,,20.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-21 06:15:00
ara2_0d53cd07,Nellore,10/20/2022,16:38,Evening,9.1,8.38,32.4,,,,0.89,,,,,,Yes,2022-10-20 16:38:00
ara2_98d96403,Nellore,10/20/2022,16:25,Evening,9.7,8.38,31.9,,,,,,,,,,Yes,2022-10-20 16:25:00
ara2_7ed0eacc,Nellore,10/20/2022,16:10,Evening,9.1,8.27,32.1,,,,0.73,,,,,,Yes,2022-10-20 16:10:00
ara2_0d53cd07,Nellore,10/20/2022,06:55,Morning,4.5,8.17,30.3,,0.19,,0.9,35.0,35.0,3000.0,Roopchand,,Yes,2022-10-20 06:55:00
ara2_98d96403,Nellore,10/20/2022,06:35,Morning,3.8,8.05,30.5,,0.27,,1.2,31.0,50.0,3000.0,Roopchand,,Yes,2022-10-20 06:35:00
ara2_7ed0eacc,Nellore,10/20/2022,06:15,Morning,3.8,7.98,30.6,,0.19,,0.5,35.0,55.0,3700.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-20 06:15:00
ara2_3587929e,Nellore,10/19/2022,17:15,Evening,9.2,8.36,33.7,,,,1.3,,,,,,Yes,2022-10-19 17:15:00
ara2_6f5cd71e,Nellore,10/19/2022,16:55,Evening,9.5,8.41,33.7,,,,1.3,,,,,,Yes,2022-10-19 16:55:00
ara2_9d4fb0a0,Nellore,10/19/2022,16:20,Evening,9.1,8.33,33.8,,,,1.21,,,,,,Yes,2022-10-19 16:20:00
ara2_237abe57,Nellore,10/19/2022,16:00,Evening,8.8,8.4,33.6,,,,1.3,,,,,,Yes,2022-10-19 16:00:00
ara2_3587929e,Nellore,10/19/2022,07:28,Morning,3.8,8.16,30.2,,0.4,,0.92,36.0,35.0,2250.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-19 07:28:00
ara2_6f5cd71e,Nellore,10/19/2022,07:00,Morning,2.0,7.5,30.3,,0.23,,1.13,41.0,65.0,2630.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-19 07:00:00
ara2_237abe57,Nellore,10/19/2022,06:35,Morning,3.6,8.14,30.3,,0.21,,1.41,34.0,30.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,Yes,2022-10-19 06:35:00
ara2_9d4fb0a0,Nellore,10/19/2022,06:10,Morning,4.3,8.14,30.2,,0.11,,1.41,38.0,30.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-19 06:10:00
ara2_bd12b267,Nellore,10/18/2022,16:55,Evening,11.1,8.77,32.6,,,,1.12,,,,,,No,2022-10-18 16:55:00
ara2_78cbfd0d,Nellore,10/18/2022,16:35,Evening,11.0,8.41,32.4,,,,1.31,,,,,,Yes,2022-10-18 16:35:00
ara2_bddfa227,Nellore,10/18/2022,16:15,Evening,8.5,8.37,31.6,,,,1.5,,,,,,Yes,2022-10-18 16:15:00
ara2_9ea43968,Eluru,10/18/2022,07:24,Morning,4.0,8.36,30.2,,0.06,,6.415,25.0,600.0,1882.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-18 07:24:00
ara2_bddfa227,Nellore,10/18/2022,07:15,Morning,4.9,8.17,30.6,,0.0,,1.48,44.0,10.0,1650.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-18 07:15:00
ara2_eb39bc48,Eluru,10/18/2022,07:07,Morning,4.8,8.18,30.1,,0.07,,1.807,32.0,300.0,5555.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-18 07:07:00
ara2_78cbfd0d,Nellore,10/18/2022,06:52,Morning,3.9,8.04,29.6,,0.21,,1.31,21.0,100.0,2800.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-18 06:52:00
ara2_bd12b267,Nellore,10/18/2022,06:10,Morning,4.5,8.13,29.9,,0.17,,1.12,31.0,20.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-18 06:10:00
ara2_87661414,Eluru,10/17/2022,17:43,Evening,5.2,8.48,30.6,,0.03,,555.0,28.0,360.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-17 17:43:00
ara2_01463d19,Eluru,10/17/2022,17:30,Evening,9.9,8.4,30.6,,0.07,,,50.0,100.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-17 17:30:00
ara2_2d4cda6c,Eluru,10/17/2022,17:17,Evening,12.0,8.28,30.8,,0.1,,781.0,38.0,50.0,35000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-17 17:17:00
ara2_061a901a,Eluru,10/17/2022,17:11,Evening,5.2,8.1,30.6,,0.01,,1.727,26.0,1800.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-17 17:11:00
ara2_e38b9ac3,Nellore,10/17/2022,17:05,Evening,8.2,8.25,31.6,,,,0.68,,,,,,Yes,2022-10-17 17:05:00
ara2_09faa72c,Eluru,10/17/2022,16:57,Evening,9.8,8.46,31.1,,,,2.066,,500.0,3800.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-17 16:57:00
ara2_a00174c4,Nellore,10/17/2022,16:40,Evening,11.6,8.45,32.0,,,,0.69,,,,,,Yes,2022-10-17 16:40:00
ara2_dedca16a,Nellore,10/17/2022,16:15,Evening,8.6,8.25,31.5,,,,0.76,,,,,,Yes,2022-10-17 16:15:00
ara2_09faa72c,Eluru,10/17/2022,07:55,Morning,5.8,8.41,29.2,,0.07,,2.056,25.0,500.0,3800.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-17 07:55:00
ara2_061a901a,Eluru,10/17/2022,07:43,Morning,3.1,7.98,29.5,,0.01,,1.728,26.0,1800.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-17 07:43:00
ara2_e38b9ac3,Nellore,10/17/2022,07:20,Morning,3.4,7.76,29.3,,0.21,,1.0,37.0,40.0,4200.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-17 07:20:00
ara2_01463d19,Eluru,10/17/2022,07:10,Morning,2.8,7.74,28.6,,0.07,,781.0,50.0,100.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-17 07:10:00
ara2_87661414,Eluru,10/17/2022,07:09,Morning,3.7,8.35,29.2,,0.03,,0.553,25.0,360.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-17 07:09:00
ara2_a00174c4,Nellore,10/17/2022,07:01,Morning,4.0,7.96,30.6,,0.27,,0.7,37.0,30.0,2400.0,Roopchand,,Yes,2022-10-17 07:01:00
ara2_dedca16a,Nellore,10/17/2022,06:40,Morning,4.0,7.79,29.3,,0.07,,0.77,33.0,180.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",,Yes,2022-10-17 06:40:00
ara2_2d4cda6c,Eluru,10/17/2022,06:30,Morning,0.8,7.0,28.8,,0.1,,0.93,38.0,50.0,35000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-17 06:30:00
ara2_6ea8e528,Nellore,10/14/2022,17:10,Evening,9.1,8.4,30.2,,,,0.7,,,,,,Yes,2022-10-14 17:10:00
ara2_3f9ee6c3,Nellore,10/14/2022,16:58,Evening,10.0,8.27,30.0,,,,0.7,,,,,,Yes,2022-10-14 16:58:00
ara2_bf22ac2f,Nellore,10/14/2022,16:40,Evening,10.4,8.45,30.6,,,,0.4,,,,,,Yes,2022-10-14 16:40:00
ara2_b77a0d03,Nellore,10/14/2022,16:20,Evening,9.5,8.27,30.3,,,,0.64,,,,,,Yes,2022-10-14 16:20:00
ara2_6ea8e528,Nellore,10/14/2022,07:35,Morning,3.6,8.11,30.4,,0.46,,0.69,25.0,20.0,2857.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-14 07:35:00
ara2_3f9ee6c3,Nellore,10/14/2022,07:20,Morning,3.9,8.04,30.8,,0.15,,0.73,23.0,65.0,4625.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-14 07:20:00
ara2_b77a0d03,Nellore,10/14/2022,06:55,Morning,3.5,7.91,29.6,,,,0.4,,840.0,3700.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,Yes,2022-10-14 06:55:00
ara2_bf22ac2f,Nellore,10/14/2022,06:30,Morning,4.4,7.97,29.7,,,,0.66,,800.0,3636.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-14 06:30:00
ara2_9eefff29,Eluru,10/13/2022,18:02,Evening,12.4,8.95,32.3,,0.03,,0.612,30.0,100.0,10050.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-13 18:02:00
ara2_469c3f4d,Eluru,10/13/2022,17:35,Evening,12.4,8.29,29.7,,0.57,,2.02,30.0,840.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-13 17:35:00
ara2_60dd3e14,Eluru,10/13/2022,17:34,Evening,8.3,8.54,31.6,,0.11,,0.487,32.0,300.0,3500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-13 17:34:00
ara2_044398f2,Eluru,10/13/2022,17:20,Evening,8.6,8.41,30.8,,0.29,,2.22,28.0,350.0,1923.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-13 17:20:00
ara2_51ee6ab1,Nellore,10/13/2022,17:18,Evening,10.9,8.44,31.2,,,,1.18,,,,,,Yes,2022-10-13 17:18:00
ara2_20dd0295,Eluru,10/13/2022,17:10,Evening,9.5,8.79,32.4,,0.11,,0.563,32.0,300.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-13 17:10:00
ara2_29660d32,Eluru,10/13/2022,17:10,Evening,12.1,8.44,31.6,,0.29,,2.43,32.0,1000.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2022-10-13 17:10:00
ara2_f1a474ab,Nellore,10/13/2022,16:50,Evening,12.9,8.88,31.4,,,,0.91,,,,,,No,2022-10-13 16:50:00
ara2_ff85ba57,Eluru,10/13/2022,16:45,Evening,11.1,8.35,32.1,,0.06,,1.36,28.0,1200.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2022-10-13 16:45:00
ara2_5a3d15dd,Nellore,10/13/2022,16:30,Evening,9.8,8.1,30.1,,,,0.83,,,,,,Yes,2022-10-13 16:30:00
ara2_20dd0295,Eluru,10/13/2022,07:59,Morning,5.6,8.38,29.8,,0.11,,0.567,32.0,300.0,5000.0,,,No,2022-10-13 07:59:00
ara2_51ee6ab1,Nellore,10/13/2022,07:45,Morning,3.3,7.41,29.9,,0.11,,1.2,28.0,80.0,2400.0,Roopchand,,Yes,2022-10-13 07:45:00
ara2_ff85ba57,Eluru,10/13/2022,07:42,Morning,1.5,8.14,29.3,,0.06,,1.35,24.0,1200.0,2100.0,,,No,2022-10-13 07:42:00
ara2_469c3f4d,Eluru,10/13/2022,07:40,Morning,1.1,7.96,29.3,,0.57,,2.02,28.0,840.0,5000.0,,,No,2022-10-13 07:40:00
ara2_60dd3e14,Eluru,10/13/2022,07:32,Morning,4.8,7.93,29.5,,0.06,,0.489,16.0,300.0,3500.0,,,No,2022-10-13 07:32:00
ara2_044398f2,Eluru,10/13/2022,07:30,Morning,1.2,8.2,29.3,,0.29,,2.22,28.0,350.0,1923.0,,,No,2022-10-13 07:30:00
ara2_f1a474ab,Nellore,10/13/2022,07:20,Morning,2.7,7.71,29.4,,0.55,,0.94,21.0,15.0,3714.0,,,No,2022-10-13 07:20:00
ara2_29660d32,Eluru,10/13/2022,07:02,Morning,2.4,8.2,29.0,,0.09,,2.43,26.0,1000.0,2000.0,,,No,2022-10-13 07:02:00
ara2_9eefff29,Eluru,10/13/2022,06:45,Morning,5.5,8.3,29.7,,0.03,,0.621,30.0,40.0,10050.0,,,No,2022-10-13 06:45:00
ara2_5a3d15dd,Nellore,10/13/2022,06:40,Morning,3.9,7.73,28.6,,0.34,,0.87,32.0,30.0,,,,Yes,2022-10-13 06:40:00
ara2_bf22ac2f,Nellore,10/12/2022,17:35,Evening,14.3,8.96,31.2,,0.12,,0.61,26.0,800.0,3636.0,,,No,2022-10-12 17:35:00
ara2_8a429bf1,Nellore,10/12/2022,16:50,Evening,8.0,8.38,30.3,,0.16,,1.0,28.0,800.0,3333.0,,,Yes,2022-10-12 16:50:00
ara2_b77a0d03,Nellore,10/12/2022,16:20,Evening,14.4,8.39,31.2,,0.15,,0.63,22.0,840.0,3700.0,,,No,2022-10-12 16:20:00
ara2_b77a0d03,Nellore,10/12/2022,08:00,Morning,2.6,7.98,29.0,,0.15,,0.65,22.0,840.0,3700.0,,,No,2022-10-12 08:00:00
ara2_8a429bf1,Nellore,10/12/2022,07:35,Morning,3.9,7.9,29.0,,0.16,,0.84,28.0,800.0,3333.0,,,Yes,2022-10-12 07:35:00
ara2_bf22ac2f,Nellore,10/12/2022,07:15,Morning,4.9,8.39,29.3,,0.12,,0.81,26.0,800.0,3636.0,,,Yes,2022-10-12 07:15:00
ara2_a2d65cb4,Eluru,10/11/2022,18:17,Evening,4.5,8.38,28.9,,0.07,,0.846,38.0,1500.0,2000.0,,,No,2022-10-11 18:17:00
ara2_6c015433,Nellore,10/11/2022,17:42,Evening,10.9,8.74,30.3,,0.29,,1.16,32.0,350.0,3333.0,,,No,2022-10-11 17:42:00
ara2_b8f28481,Eluru,10/11/2022,17:36,Evening,5.0,7.75,29.3,,0.35,,0.27,30.0,100.0,2622.0,,,No,2022-10-11 17:36:00
ara2_8ae86d8e,Eluru,10/11/2022,17:27,Evening,9.8,7.9,29.5,,0.13,,0.862,50.0,,700.0,,,Yes,2022-10-11 17:27:00
ara2_cf6f1332,Eluru,10/11/2022,17:21,Evening,10.4,8.77,30.0,,0.08,,1.416,28.0,1200.0,2300.0,,,No,2022-10-11 17:21:00
ara2_ea9c93a5,Nellore,10/11/2022,17:20,Evening,9.4,8.52,30.5,,0.15,,1.21,25.0,150.0,3090.0,,,No,2022-10-11 17:20:00
ara2_308ec37e,Nellore,10/11/2022,17:12,Evening,6.6,8.57,30.9,,0.13,,1.34,33.0,160.0,3846.0,,,No,2022-10-11 17:12:00
ara2_c4feda19,Eluru,10/11/2022,17:09,Evening,8.2,8.05,29.3,,0.2,,0.262,42.0,120.0,2500.0,,,Yes,2022-10-11 17:09:00
ara2_e6feb688,Eluru,10/11/2022,17:02,Evening,8.3,7.11,29.4,,0.5,,2.84,32.0,100.0,2500.0,,,No,2022-10-11 17:02:00
ara2_b8f28481,Eluru,10/11/2022,08:00,Morning,2.6,7.35,28.2,,0.35,,0.308,30.0,100.0,2622.0,,,No,2022-10-11 08:00:00
ara2_8ae86d8e,Eluru,10/11/2022,07:40,Morning,4.2,7.81,27.4,,0.13,,0.894,50.0,,700.0,,,Yes,2022-10-11 07:40:00
ara2_a2d65cb4,Eluru,10/11/2022,07:38,Morning,0.9,8.09,27.7,,0.07,,0.82,28.0,1500.0,2000.0,,,No,2022-10-11 07:38:00
ara2_c4feda19,Eluru,10/11/2022,07:24,Morning,4.2,8.02,28.6,,0.2,,0.266,42.0,125.0,2500.0,,,Yes,2022-10-11 07:24:00
ara2_308ec37e,Nellore,10/11/2022,07:15,Morning,2.9,8.22,28.5,,0.13,,1.35,33.0,160.0,3846.0,,,No,2022-10-11 07:15:00
ara2_cf6f1332,Eluru,10/11/2022,07:15,Morning,1.6,8.51,27.3,,0.08,,1.35,38.0,1200.0,2300.0,,,No,2022-10-11 07:15:00
ara2_e6feb688,Eluru,10/11/2022,07:12,Morning,2.7,7.51,28.3,,0.5,,0.365,32.0,100.0,2500.0,,,No,2022-10-11 07:12:00
ara2_6c015433,Nellore,10/11/2022,06:44,Morning,3.2,8.36,28.5,,0.29,,1.18,32.0,350.0,3333.0,,,Yes,2022-10-11 06:44:00
ara2_ea9c93a5,Nellore,10/11/2022,06:20,Morning,3.8,8.06,28.1,,0.15,,1.22,25.0,150.0,3090.0,,,Yes,2022-10-11 06:20:00
ara2_c5671cf4,Nellore,10/10/2022,17:35,Evening,9.8,8.47,30.3,,0.18,,1.91,32.0,340.0,3333.0,,,Yes,2022-10-10 17:35:00
ara2_07d25a85,Nellore,10/10/2022,17:35,Evening,9.8,8.26,30.3,,0.0,,1.91,41.0,50.0,2250.0,,,Yes,2022-10-10 17:35:00
ara2_17b9d7b4,Nellore,10/10/2022,17:05,Evening,11.5,8.15,30.3,,0.0,,1.13,36.0,35.0,2300.0,,,Yes,2022-10-10 17:05:00
ara2_c5671cf4,Nellore,10/10/2022,07:15,Morning,4.4,7.71,28.3,,0.18,,1.94,32.0,340.0,3333.0,,,Yes,2022-10-10 07:15:00
ara2_07d25a85,Nellore,10/10/2022,06:40,Morning,3.7,7.83,28.7,,0.0,,1.62,41.0,50.0,2250.0,,,Yes,2022-10-10 06:40:00
ara2_17b9d7b4,Nellore,10/10/2022,06:15,Morning,4.6,7.83,28.2,,0.0,,1.12,36.0,35.0,2300.0,,,Yes,2022-10-10 06:15:00
ara2_0d53cd07,Nellore,10/08/2022,17:29,Evening,9.1,8.14,30.1,,0.02,,1.0,39.0,35.0,3000.0,,,Yes,2022-10-08 17:29:00
