pond_id,region,Event date,Initial entry,Pond status,Type,Logged by,Data verification method,Data verified by,Data verification notes,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Fish purchases diverted,Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Notes,Lifecycle is updated accordingly on the master doc,Created at
ara2_ee15e2a0,Nellore,12/20/2023,No,Assessment,Stocking,Chaitanya,,,,,3256.0,,Roopchand,10,,,50.0,,,,,,,,,3256,,3256.0,,0.0,,,,,,0,,,,,,,,,,,03/14/2024 07:01
ara2_0a8841ec,Eluru,12/20/2023,Yes,Treatment,Stocking,Chaitanya,,,,,14765.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,14765,,14765.0,,0.0,,,,,,0,,,,,,,,,,,03/05/2024 05:34
ara2_dedca16a,Nellore,12/18/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Roopchand, Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,933.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,14000,,0,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,12/28/2023 07:29
ara2_78cbfd0d,Nellore,12/14/2023,No,Treatment,Stocking,Chaitanya,,,,,3043.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,25.0,,,,,,,,,3043,,3043.0,,0.0,,,,,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,,,,,,,,12/28/2023 07:31
ara2_94d5ac19,Eluru,12/13/2023,Yes,Treatment,Stocking,Chaitanya,,,,,4762.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,4762,,4762.0,,0.0,,,,,,0,,,,,,,,,,,03/05/2024 05:49
ara2_ea9c93a5,Nellore,12/11/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,775.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,12400,,0,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,12/28/2023 07:21
ara2_6c015433,Nellore,12/11/2023,No,Control,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,794.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,14300,,0,,0,,,,12/28/2023 07:19
ara2_bf22ac2f,Nellore,12/10/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1060.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,70000,,0,,1,"Sun dry and plough the pond bottom, strengthen the dykes.",,,04/03/2024 10:12
ara2_00373712,Eluru,12/10/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,18550,,0,,0,,,,12/27/2023 07:42
ara2_b0010581,Nellore,12/06/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",8:2,,,962.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,13000,,0,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,12/28/2023 07:14
ara2_f8742535,Eluru,12/04/2023,Yes,Treatment,Stocking,Chaitanya,,,,,5804.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,5804,,5804.0,,0.0,,,,,,1,"Sun dried the pond bottom, cleared the sludge, strengthened the dykes, done manuring and added bleach",,,,,,,,,,01/05/2024 04:59
ara2_a2d65cb4,Eluru,11/29/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,82000,,0,,0,,,,02/20/2024 07:23
ara2_8a37ac9f,Nellore,11/26/2023,No,Treatment,Partial harvest,Chaitanya,,,,,1463.0,,Roopchand,10,,,833.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5000,,6000,,0,,,,12/28/2023 07:24
ara2_b77a0d03,Nellore,11/25/2023,No,Control,Partial harvest,Chaitanya,,,,,3468.0,,Roopchand,10,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,30000,,60000,,0,,,,12/28/2023 07:27
ara2_f5c44392,Eluru,11/24/2023,No,Treatment,Stocking,Nagaraju P.,,,,,3443.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,230.0,,,,,,,,,3443,,3443.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_e985ca4a,Eluru,11/24/2023,No,Treatment,Stocking,Nagaraju P.,,,,,6250.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,80.0,,,,,,,,,6250,,6250.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_96339578,Eluru,11/22/2023,Yes,Treatment,Stocking,Chaitanya,,,,,5059.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,5059,,5059.0,,0.0,,,,,,0,,,,,,,,,,,03/05/2024 06:05
ara2_7f72325e,Eluru,11/22/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,150.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4500,,0,,0,,,,12/27/2023 07:35
ara2_b0a5ed5f,Eluru,11/19/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,108000,,0,,0,,,,04/06/2024 10:25
ara2_8ed50b25,Eluru,11/19/2023,No,Treatment,Harvest,Sanjay,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5000000,,,,No,,,,12/15/2023 11:41
ara2_cd998399,Eluru,11/19/2023,No,Treatment,Stocking,Nagaraju P.,,,,,3154.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,250.0,,,,,,,,,3154,,3154.0,,0.0,,,,,,Yes,,,,,,,,,,,12/15/2023 11:41
ara2_cd998399,Eluru,11/18/2023,No,Treatment,Harvest,Nagaraju P.,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,111000,,0,,No,,,,12/15/2023 11:41
ara2_6608762c,Eluru,11/16/2023,No,Treatment,Stocking,Nagaraju P.,,,,,13183.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,40.0,,,,,,,,,13183,,13183.0,,0.0,,,,,,0,,,,,,,,,,,12/15/2023 11:41
ara2_7ed0eacc,Nellore,11/15/2023,No,Treatment,Stocking,Chaitanya,,,,,3750.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:1,,,250.0,,,,,,,,,3750,,3750.0,,0.0,,,,,,0,,,,,,,,,,,12/28/2023 07:11
ara2_fea90a74,Eluru,11/14/2023,Yes,Treatment,Stocking,Chaitanya,,,,,2830.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2830,,2830.0,,0.0,,,,,,0,,,,,,,,,,,04/26/2024 08:45
ara2_e985ca4a,Eluru,11/14/2023,No,Treatment,Harvest,Nagaraju P.,,,,,,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,15000,,,,No,,,,12/15/2023 11:41
ara2_f5c44392,Eluru,11/13/2023,No,Treatment,Harvest,Nagaraju P.,,,,,,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,52000,,,,No,,,,12/15/2023 11:41
ara2_00373712,Eluru,11/11/2023,No,Treatment,Partial harvest,Nagaraju P.,,,,Breed-out,4020.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,30450,,53000,,No,,"Transferred 87,000 fish to his grow out pond ara2_51ee6ab1",,12/15/2023 11:41
ara2_ee15e2a0,Nellore,11/10/2023,No,Assessment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,1142.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,16000,,0,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,12/28/2023 07:17
ara2_6608762c,Eluru,11/10/2023,No,Treatment,Harvest,Nagaraju P.,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9000,,0,0.0,No,,"Transferred 45,000 fishes to his other pond ara2_03d81c1d",,12/15/2023 11:41
ara2_46286ebb,Eluru,11/09/2023,No,Treatment,Stocking,Sanjay,,,,,2489.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,350.0,,,,,,,,,2489,,2489.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_eb39bc48,Eluru,11/08/2023,No,Treatment,Stocking,Sanjay,,,,,5952.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,100.0,,,,,,,,,5952,,5952.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_4441fb4f,Eluru,11/07/2023,Yes,Treatment,Stocking,Chaitanya,,,,,35087.0,33333.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,35087,,35087.0,,0.0,,,,,,0,,,,,,,,,,,01/05/2024 04:47
ara2_cd288d30,Nellore,11/06/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,833.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2500,,0,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,12/28/2023 07:06
ara2_46286ebb,Eluru,11/06/2023,No,Treatment,Harvest,Sanjay,,,,,2000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,100000,,0,,No,,,,12/15/2023 11:41
ara2_7ed0eacc,Nellore,11/03/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,10,,,833.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2500,,0,,0,,,,12/28/2023 07:04
ara2_3587929e,Nellore,11/02/2023,No,Treatment,Stocking,Chaitanya,,,,,3000.0,,"Roopchand, Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,300.0,,,,,,,,,3000,,3000.0,,0.0,,,,,,0,,,,,,,,,,,12/28/2023 07:10
ara2_c5671cf4,Nellore,11/02/2023,No,Control,Stocking,Chaitanya,,,,,4629.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,100.0,,,,,,,,,4629,,4629.0,,0.0,,,,,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,,,,,,,,12/28/2023 07:08
ara2_09faa72c,Eluru,11/02/2023,No,Treatment,Stocking,Sanjay,,,,,6019.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,60.0,,,,,,,,,6019,,6019.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_84b6fb93,Eluru,10/25/2023,No,Treatment,Partial stocking,Sai,,,,,1884.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,300.0,,,,,,,,,1884,,1884.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_03d81c1d,Eluru,10/21/2023,No,Treatment,Stocking,Sai,,,,,9975.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,150.0,,,,,,,,,9975,,9975.0,,0.0,,,,,,0,,,,,,,,,,,12/15/2023 11:41
ara2_a1c0497f,Eluru,10/21/2023,Yes,Treatment,Stocking,Nagaraju P.,,,,,19853.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,25.0,,,,,,,,,19853,,19853.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_4149d54a,Eluru,10/20/2023,Yes,Treatment,Stocking,Chaitanya,,,,,2592.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2592,,2592.0,,0.0,,,,,,0,,,,,,,,,,,03/21/2024 07:49
ara2_3587929e,Nellore,10/19/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",9:1,,,900.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2700,,0,0.0,No,,,,12/15/2023 11:41
ara2_eb39bc48,Eluru,10/18/2023,No,Treatment,Harvest,Sanjay,,,,,5555.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,13000,,,,No,,,,12/15/2023 11:41
ara2_a90d90d1,Eluru,10/16/2023,Yes,Treatment,Stocking,Chaitanya,,,,,6247.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,20.0,,,,,,,,,6247,,6247.0,,0.0,,,,,,0,,,,,,,,,,,01/11/2024 04:13
ara2_0f143c64,Eluru,10/15/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3012.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,3012,,3012.0,,0.0,,,,,,0,,,,,,,,,,,03/21/2024 07:04
ara2_2ae80458,Eluru,10/10/2023,Yes,Treatment,Stocking,Sanjay,,,,,7660.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,25.0,,,,,,,,,7660,,7660.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_78cbfd0d,Nellore,10/09/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,10,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2500,,0,,1,"Sun dry the pond bottom, clean the sludge and add bleach",,,12/28/2023 07:02
ara2_09faa72c,Eluru,10/08/2023,No,Treatment,Harvest,Sanjay,,,,,,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",9:1,,,500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,30000,,0,,No,,,,12/15/2023 11:41
ara2_054e57af,Eluru,10/07/2023,No,Assessment,Stocking,Sai,,,,,3882.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,300.0,,,,,,,,,3882,,3882.0,,0.0,,,,,,0,,,,,,,,,,,12/15/2023 11:41
ara2_6bbd0878,Nellore,10/04/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,925.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3700,,0,0.0,No,,,,12/15/2023 11:41
ara2_a7352243,Eluru,10/03/2023,Yes,Treatment,Stocking,Chaitanya,,,,,11765.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,11765,,11765.0,,0.0,,,,,,0,,,,,,,,,,,03/22/2024 05:07
ara2_99d6094f,Eluru,10/03/2023,Yes,Treatment,Stocking,Chaitanya,,,,,85714.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,5.0,,,,,,,,,85714,,85714.0,,0.0,,,,,,0,,,,,,,,,,,12/18/2023 04:54
ara2_20b9b3b1,Eluru,10/03/2023,Yes,Treatment,Stocking,Chaitanya,,,,,100000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,5.0,,,,,,,,,100000,,100000.0,,0.0,,,,,,0,,,,,,,,,,,12/18/2023 04:48
ara2_01463d19,Eluru,09/30/2023,No,Treatment,Stocking,Sai,,,,,15000.0,,Roopchand,10,,,50.0,,,,,,,,,,,15000.0,,,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_03d81c1d,Eluru,09/26/2023,No,Treatment,Harvest,Sai,,,,,,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,950.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,26000,,,,No,,,,12/15/2023 11:41
ara2_7f72325e,Eluru,09/26/2023,Yes,Treatment,Stocking,Sai,,,,,10000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_469c3f4d,Eluru,09/25/2023,No,Treatment,Stocking,Sai,,,,,8852.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,520.0,,,,,,,,,8852,,8852.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_cdd141ba,Eluru,09/25/2023,Yes,Treatment,Stocking,Sanjay,,,,,6915.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,6915,,6915.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_aeaba081,Eluru,09/22/2023,No,Treatment,Stocking,Sanjay,,,,,4545.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,60.0,,,,,,,,,4545,,4545.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_054e57af,Eluru,09/22/2023,No,Assessment,Harvest,Sai,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1020.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,40000,,,,No,,,,12/15/2023 11:41
ara2_70271685,Eluru,09/20/2023,Yes,Treatment,Stocking,Chaitanya,,,,,5803.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,5803,,5803.0,,0.0,,,,,,0,,,,,,,,,,,01/05/2024 04:37
ara2_00373712,Eluru,09/20/2023,Yes,Treatment,Stocking,Nagaraju P.,,,,,8750.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,8750,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_7d060b2c,Eluru,09/14/2023,Yes,Treatment,Stocking,Chaitanya,,,,,1818.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,1818,,1818.0,,0.0,,,,,,0,,,,,,,,,,,03/05/2024 12:02
ara2_d52ddb31,Eluru,09/12/2023,Yes,Treatment,Stocking,Chaitanya,,,,,1381.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,1381,,1381.0,,0.0,,,,,,0,,,,,,,,,,,06/15/2024 14:37
ara2_98d96403,Nellore,09/10/2023,No,Treatment,Stocking,Chandu,,,,,3333.0,,Roopchand,10,,,100.0,,,,,,,,,3333,,3333.0,,0.0,,,,,,Yes,Sundried the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_0d53cd07,Nellore,09/10/2023,No,Treatment,Stocking,Chandu,,,,,4091.0,,Roopchand,10,,,100.0,,,,,,,,,4091,,4091.0,,0.0,,,,,,Yes,Sundried the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_84b6fb93,Eluru,09/10/2023,No,Treatment,Partial harvest,Sai,,,,,22000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,650.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,15000,,20000,,No,,,,12/15/2023 11:41
ara2_6ea8e528,Nellore,09/09/2023,No,Treatment,Stocking,Chandu,,,,,2000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,250.0,,,,,,,,,2000,,2000.0,,0.0,,,,,,Yes,Sundried and ploughed the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_3f9ee6c3,Nellore,09/04/2023,No,Treatment,Stocking,Chandu,,,,,3429.0,,Roopchand,10,,,250.0,,,,,,,,,3429,,3429.0,,0.0,,,,,,Yes,Sundried the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_88abf248,Nellore,09/03/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3000.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",7:3,,,900.0,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_061a901a,Eluru,09/01/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,90000,,0,,No,,,,12/15/2023 11:41
ara2_469c3f4d,Eluru,09/01/2023,No,Treatment,Harvest,Sai,,,,,,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1020.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,"51,750",,0,,No,,The harvested fishes are transferred into ara2_044398f2,,12/15/2023 11:41
ara2_044398f2,Eluru,09/01/2023,No,Treatment,Stocking,Sai,,,,,4300.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,250.0,,,,,,,,,4300,,4300.0,,0.0,,,,,,No,,,,,,,,,He shifted the Fishes from ara2_469c3f4d to ara2_044398f2,,12/15/2023 11:41
ara2_933dba73,Nellore,09/01/2023,No,Treatment,Stocking,Chandu,,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,250.0,,,,,,,,,3000,,3000.0,,0.0,,,,,,Yes,Sun dried and ploughed the pond bottom and added lime and bleach,,,,,,,,,,12/15/2023 11:41
ara2_bd12b267,Nellore,09/01/2023,No,Treatment,Stocking,Chandu,,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,100.0,,,,,,,,,3000,,3000.0,,0.0,,,,,,Yes,Sun dried and ploughed the pond bottom and added lime and bleach,,,,,,,,,,12/15/2023 11:41
ara2_87661414,Eluru,08/31/2023,No,Treatment,Harvest,Nagaraju P.,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,750.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,15000,,0,0.0,No,,,,12/15/2023 11:41
ara2_c5671cf4,Nellore,08/30/2023,No,Control,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,960.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,24000,,0,0.0,Yes,Sun dry the pond bottom and add agriculture lime and bleaching powder,,,12/15/2023 11:41
ara2_01463d19,Eluru,08/30/2023,No,Treatment,Harvest,Sai,,,,,0.0,,Roopchand,10,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,14000,,0,,No,,,,12/15/2023 11:41
ara2_17b9d7b4,Nellore,08/25/2023,No,Control,Stocking,Chandu,,,,,3429.0,,Roopchand,10,,,100.0,,,,,,,,,3429,,3429.0,,0.0,,,,,,Yes,Sundried the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_07d25a85,Nellore,08/25/2023,No,Control,Stocking,Chandu,,,,,3600.0,,Roopchand,10,,,100.0,,,,,,,,,3600,,3600.0,,0.0,,,,,,Yes,Sundried the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_194348f0,Eluru,08/24/2023,Yes,Treatment,Stocking,Sanjay,,,,,4467.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,4467,,4467.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_a0d5d74d,Eluru,08/22/2023,Yes,Treatment,Stocking,Sanjay,,,,,9767.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,20.0,,,,,,,,,9767,,9767.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_237abe57,Nellore,08/20/2023,No,Treatment,Stocking,Chandu,,,,,3333.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,50.0,,,,,,,,,3333,,3333.0,,0.0,,,,,,Yes,Sundried and ploughed the pond bottom and added agriculture lime and bleaching powder,,,,,,,,,,12/15/2023 11:41
ara2_93628934,Eluru,08/20/2023,No,Treatment,Harvest,Sai,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3300,,0,,No,,Farmer has left the Aquaculture,,12/15/2023 11:41
ara2_38a721f5,Eluru,08/20/2023,No,Treatment,Harvest,Sai,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9000,,0,,No,,Farmer has stopped the aquaculture,,12/15/2023 11:41
ara2_8a6b6eb2,Eluru,08/20/2023,No,Treatment,Harvest,Sai,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,700,,,,No,,Farmer has left the Aquaculture,,12/15/2023 11:41
ara2_044398f2,Eluru,08/19/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,58000,,0,,No,,,,12/15/2023 11:41
ara2_a6551d54,Eluru,08/18/2023,Yes,Treatment,Stocking,Sai,,,,,71429.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10.0,,,,,,,,,71429,,71429.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_0b1b03bb,Eluru,08/15/2023,Yes,Treatment,Stocking,Praveen,,,,,4624.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",8.8:1.2,,,,,,,,,,,,4624,,4624.0,,0.0,,,,,,0,,,,,,,,,,,09/18/2024 06:23
ara2_f5e499f4,Eluru,08/11/2023,Yes,Treatment,Stocking,Sai,,,,,11666.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,11666,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_646bdcdb,Eluru,08/07/2023,Yes,Treatment,Stocking,Praveen,Verbal communication,,,Rearing,21053.0,,"Catla (Catla catla), Rohu (Labeo rohita)",8:2,,,5.0,5.0,,,,,,,,21053,100000.0,21053.0,100000.0,0.0,,,,,,0,,,,,,,,,,,09/18/2024 06:26
ara2_2a7578bb,Eluru,08/07/2023,Yes,Treatment,Stocking,Sai,,,,,2028.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,300.0,,,,,,,,,2028,,2028.0,,0.0,,,,,,0,,,,,,,,,,,12/15/2023 11:37
ara2_e74f26b3,Eluru,08/03/2023,Yes,Treatment,Stocking,Sai,,,,,2410.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,250.0,,,,,,,,,2410,,2410.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
